"RELATIONSHIP_ID","FROM_VOCABULARY_ID","FROM_DOMAIN_ID","FROM_STANDARD_CONCEPT","TO_VOCABULARY_ID","TO_DOMAIN_ID","TO_STANDARD_CONCEPT","RELATIONSHIP_COUNT"
"Has unit of prod use","SNOMED","Device","S","SNOMED","Unit",NA,293
"Has unit of prod use","SNOMED","Device",NA,"SNOMED","Unit",NA,1
"Has unit of prod use","SNOMED","Drug",NA,"SNOMED","Unit",NA,11420
"Has unit of prod use","SNOMED","Observation","S","SNOMED","Unit",NA,5
"Histology of ICDO","ICDO3","Observation","S","ICDO3","Condition","S",973
"Histology of ICDO","ICDO3","Observation","S","ICDO3","Condition",NA,7
"Histology of ICDO","ICDO3","Observation",NA,"ICDO3","Condition","S",58124
"Histology of ICDO","ICDO3","Observation",NA,"ICDO3","Condition",NA,2286
"Historic treated by","HemOnc","Condition",NA,"HemOnc","Procedure",NA,1
"Historic treated by","HemOnc","Condition",NA,"HemOnc","Regimen","S",392
"ICDO to Chapter","ICDO3","Condition","S","NCIt","Measurement","S",12741
"ICDO to Chapter","ICDO3","Condition",NA,"NCIt","Measurement","S",505
"ICDO to Proc Schema","ICDO3","Condition","S","NAACCR","Observation",NA,55804
"ICDO to Proc Schema","ICDO3","Condition",NA,"NAACCR","Observation",NA,1475
"ICDO to Schema","ICDO3","Condition","S","NAACCR","Observation",NA,58445
"ICDO to Schema","ICDO3","Condition",NA,"NAACCR","Observation",NA,1758
"Immunosuppressor of","HemOnc","Drug","C","HemOnc","Regimen","S",27
"Immunosuppressor of","HemOnc","Drug",NA,"HemOnc","Regimen","S",160
"Indir device of","SNOMED","Device","S","ICD9Proc","Procedure",NA,1
"Indir device of","SNOMED","Device","S","SNOMED","Procedure","S",78
"Indir device of","SNOMED","Device","S","SNOMED","Procedure",NA,1
"Indir morph of","SNOMED","Observation","S","ICD9Proc","Procedure","S",1
"Indir morph of","SNOMED","Observation","S","ICD9Proc","Procedure",NA,8
"Indir morph of","SNOMED","Observation","S","OPCS4","Procedure","S",12
"Indir morph of","SNOMED","Observation","S","SNOMED","Procedure","S",548
"Indir morph of","SNOMED","Observation","S","SNOMED","Procedure",NA,4
"Indir morph of","SNOMED","Observation",NA,"SNOMED","Procedure",NA,1
"Indir morph of","SNOMED","Spec Anatomic Site","S","SNOMED","Procedure","S",23
"Indir proc site of","SNOMED","Spec Anatomic Site","S","ICD9Proc","Procedure","S",170
"Indir proc site of","SNOMED","Spec Anatomic Site","S","ICD9Proc","Procedure",NA,444
"Indir proc site of","SNOMED","Spec Anatomic Site","S","OPCS4","Procedure","S",266
"Indir proc site of","SNOMED","Spec Anatomic Site","S","SNOMED","Measurement","S",18
"Indir proc site of","SNOMED","Spec Anatomic Site","S","SNOMED","Observation","S",7
"Indir proc site of","SNOMED","Spec Anatomic Site","S","SNOMED","Procedure","S",9111
"Indir proc site of","SNOMED","Spec Anatomic Site","S","SNOMED","Procedure",NA,394
"Indir proc site of","SNOMED","Spec Anatomic Site",NA,"ICD9Proc","Procedure","S",1
"Indir proc site of","SNOMED","Spec Anatomic Site",NA,"OPCS4","Procedure","S",3
"Indir proc site of","SNOMED","Spec Anatomic Site",NA,"SNOMED","Procedure","S",69
"Indir proc site of","SNOMED","Spec Anatomic Site",NA,"SNOMED","Procedure",NA,8
"Inherent location of","SNOMED","Observation","S","SNOMED","Observation","S",9
"Inheres in","SNOMED","Measurement","S","SNOMED","Spec Anatomic Site","S",138
"Inheres in","SNOMED","Observation","S","SNOMED","Observation","S",9
"Inheres in","SNOMED","Observation","S","SNOMED","Spec Anatomic Site","S",42
"Intended site of","SNOMED","Observation","S","SNOMED","Drug",NA,18
"Intended site of","SNOMED","Observation","S","SNOMED","Observation","S",333
"Intent of","SNOMED","Observation","S","ICD9Proc","Procedure","S",211
"Intent of","SNOMED","Observation","S","ICD9Proc","Procedure",NA,121
"Intent of","SNOMED","Observation","S","OPCS4","Measurement","S",1
"Intent of","SNOMED","Observation","S","OPCS4","Observation",NA,2
"Intent of","SNOMED","Observation","S","OPCS4","Procedure","S",186
"Intent of","SNOMED","Observation","S","SNOMED","Measurement","S",51
"Intent of","SNOMED","Observation","S","SNOMED","Observation","S",599
"Intent of","SNOMED","Observation","S","SNOMED","Observation",NA,25
"Intent of","SNOMED","Observation","S","SNOMED","Procedure","S",5226
"Intent of","SNOMED","Observation","S","SNOMED","Procedure",NA,262
"Intent of","SNOMED","Observation","S","SNOMED","Visit",NA,4
"Intent of","SNOMED","Observation",NA,"SNOMED","Procedure","S",1
"Interpretation of","SNOMED","Meas Value","S","SNOMED","Condition","S",8535
"Interpretation of","SNOMED","Meas Value","S","SNOMED","Condition",NA,88
"Interpretation of","SNOMED","Meas Value","S","SNOMED","Measurement","S",56
"Interpretation of","SNOMED","Meas Value","S","SNOMED","Measurement",NA,24
"Interpretation of","SNOMED","Meas Value","S","SNOMED","Observation","S",1693
"Interpretation of","SNOMED","Meas Value","S","SNOMED","Observation",NA,49
"Interpretation of","SNOMED","Meas Value",NA,"SNOMED","Condition","S",351
"Interpretation of","SNOMED","Meas Value",NA,"SNOMED","Condition",NA,4
"Interpretation of","SNOMED","Meas Value",NA,"SNOMED","Observation","S",226
"Interpretation of","SNOMED","Meas Value",NA,"SNOMED","Observation",NA,1
"Interpretation of","SNOMED","Observation","S","SNOMED","Condition","S",45
"Interpretation of","SNOMED","Spec Disease Status","S","SNOMED","Condition","S",2927
"Interpretation of","SNOMED","Spec Disease Status","S","SNOMED","Condition",NA,31
"Interpretation of","SNOMED","Spec Disease Status","S","SNOMED","Measurement",NA,10
"Interpretation of","SNOMED","Spec Disease Status","S","SNOMED","Observation","S",17
"Interpretation of","SNOMED","Spec Disease Status","S","SNOMED","Observation",NA,1
"Interprets of","SNOMED","Measurement","S","SNOMED","Condition","S",6501
"Interprets of","SNOMED","Measurement","S","SNOMED","Condition",NA,71
"Interprets of","SNOMED","Measurement","S","SNOMED","Measurement","S",45
"Interprets of","SNOMED","Measurement","S","SNOMED","Measurement",NA,26
"Interprets of","SNOMED","Measurement","S","SNOMED","Observation","S",18
"Interprets of","SNOMED","Measurement","S","SNOMED","Observation",NA,2
"Interprets of","SNOMED","Measurement",NA,"SNOMED","Condition","S",40
"Interprets of","SNOMED","Measurement",NA,"SNOMED","Condition",NA,6
"Interprets of","SNOMED","Observation","S","SNOMED","Condition","S",23268
"Interprets of","SNOMED","Observation","S","SNOMED","Condition",NA,587
"Interprets of","SNOMED","Observation","S","SNOMED","Gender",NA,13
"Interprets of","SNOMED","Observation","S","SNOMED","Measurement","S",36
"Interprets of","SNOMED","Observation","S","SNOMED","Measurement",NA,22
"Interprets of","SNOMED","Observation","S","SNOMED","Observation","S",9110
"Interprets of","SNOMED","Observation","S","SNOMED","Observation",NA,287
"Interprets of","SNOMED","Observation","S","SNOMED","Race",NA,1
"Interprets of","SNOMED","Observation",NA,"SNOMED","Condition","S",1432
"Interprets of","SNOMED","Observation",NA,"SNOMED","Condition",NA,103
"Interprets of","SNOMED","Observation",NA,"SNOMED","Gender",NA,2
"Interprets of","SNOMED","Observation",NA,"SNOMED","Measurement",NA,1
"Interprets of","SNOMED","Observation",NA,"SNOMED","Observation","S",706
"Interprets of","SNOMED","Observation",NA,"SNOMED","Observation",NA,15
"Interprets of","SNOMED","Procedure","S","SNOMED","Condition","S",2330
"Interprets of","SNOMED","Procedure","S","SNOMED","Condition",NA,31
"Interprets of","SNOMED","Procedure","S","SNOMED","Measurement","S",1
"Interprets of","SNOMED","Procedure","S","SNOMED","Measurement",NA,18
"Interprets of","SNOMED","Procedure","S","SNOMED","Observation","S",4
"Interprets of","SNOMED","Procedure",NA,"SNOMED","Condition","S",29
"Is a","ABMS","Provider","S","ABMS","Provider","S",18
"Is a","ABMS","Provider","S","HES Specialty","Provider","S",1
"Is a","ABMS","Provider","S","Medicare Specialty","Provider","S",95
"Is a","ATC","Drug","C","ATC","Drug","C",6321
"Is a","ATC","Drug",NA,"ATC","Drug","C",46
"Is a","ATC","Drug",NA,"ATC","Drug",NA,1
"Is a","CCAM","Procedure",NA,"CCAM","Procedure",NA,23815
"Is a","CDM","Metadata","S","CDM","Metadata","S",877
"Is a","CMS Place of Service","Visit","S","CMS Place of Service","Visit","S",3
"Is a","CMS Place of Service","Visit","S","Medicare Specialty","Visit","S",2
"Is a","CMS Place of Service","Visit","S","NUCC","Visit","S",4
"Is a","CMS Place of Service","Visit","S","Visit","Visit","S",41
"Is a","CPT4","Device","S","CPT4","Procedure","C",24
"Is a","CPT4","Drug","S","CPT4","Procedure","C",5
"Is a","CPT4","Drug",NA,"CPT4","Procedure","C",110
"Is a","CPT4","Meas Value","S","CPT4","Procedure","C",20
"Is a","CPT4","Meas Value","S","CPT4","Procedure","S",2
"Is a","CPT4","Measurement","C","CPT4","Measurement","C",239
"Is a","CPT4","Measurement","C","CPT4","Procedure","C",29
"Is a","CPT4","Measurement","S","CPT4","Measurement","C",1412
"Is a","CPT4","Measurement","S","CPT4","Measurement","S",78
"Is a","CPT4","Measurement","S","CPT4","Procedure","C",14
"Is a","CPT4","Measurement","S","OMOP Extension","Measurement","S",1
"Is a","CPT4","Observation","C","CPT4","Measurement","C",1
"Is a","CPT4","Observation","C","CPT4","Observation","C",56
"Is a","CPT4","Observation","C","CPT4","Procedure","C",53
"Is a","CPT4","Observation","S","CPT4","Observation","C",656
"Is a","CPT4","Observation","S","CPT4","Procedure","C",293
"Is a","CPT4","Observation","S","CPT4","Procedure","S",22
"Is a","CPT4","Observation","S","HCPCS","Observation","S",2
"Is a","CPT4","Place of Service",NA,"CPT4","Procedure","C",48
"Is a","CPT4","Procedure","C","CPT4","Measurement","C",3
"Is a","CPT4","Procedure","C","CPT4","Observation","C",129
"Is a","CPT4","Procedure","C","CPT4","Procedure","C",2953
"Is a","CPT4","Procedure","C","CPT4","Procedure","S",2
"Is a","CPT4","Procedure","S","CPT4","Measurement","C",43
"Is a","CPT4","Procedure","S","CPT4","Measurement","S",6
"Is a","CPT4","Procedure","S","CPT4","Observation","C",123
"Is a","CPT4","Procedure","S","CPT4","Observation","S",12
"Is a","CPT4","Procedure","S","CPT4","Procedure","C",8860
"Is a","CPT4","Procedure","S","CPT4","Procedure","S",191
"Is a","CPT4","Procedure","S","CPT4","Spec Anatomic Site","C",2
"Is a","CPT4","Procedure","S","OMOP Extension","Measurement","S",3
"Is a","CPT4","Procedure","S","SNOMED","Measurement","S",2
"Is a","CPT4","Spec Anatomic Site","C","CPT4","Procedure","C",1
"Is a","CPT4","Spec Anatomic Site","S","CPT4","Procedure","C",29
"Is a","CPT4","Spec Anatomic Site","S","CPT4","Procedure","S",29
"Is a","Condition Status","Condition Status","S","Condition Status","Condition Status","S",16
"Is a","HCPCS","Device","S","SNOMED","Measurement","S",1
"Is a","HCPCS","Device","S","SNOMED","Observation","S",13
"Is a","HCPCS","Device","S","SNOMED","Procedure","S",98
"Is a","HCPCS","Drug","S","RxNorm","Drug","S",4
"Is a","HCPCS","Drug","S","SNOMED","Measurement","S",3
"Is a","HCPCS","Drug","S","SNOMED","Procedure","S",5
"Is a","HCPCS","Drug",NA,"SNOMED","Measurement","S",2
"Is a","HCPCS","Drug",NA,"SNOMED","Procedure","S",1
"Is a","HCPCS","Measurement","S","CPT4","Measurement","C",2
"Is a","HCPCS","Measurement","S","CPT4","Measurement","S",3
"Is a","HCPCS","Measurement","S","CPT4","Observation","S",1
"Is a","HCPCS","Measurement","S","OMOP Extension","Measurement","S",2
"Is a","HCPCS","Measurement","S","SNOMED","Measurement","S",20
"Is a","HCPCS","Measurement","S","SNOMED","Observation","S",1
"Is a","HCPCS","Measurement","S","SNOMED","Procedure","S",23
"Is a","HCPCS","Measurement",NA,"CPT4","Procedure","S",1
"Is a","HCPCS","Measurement",NA,"SNOMED","Procedure","S",1
"Is a","HCPCS","Observation","S","CPT4","Measurement","S",3
"Is a","HCPCS","Observation","S","CPT4","Observation","S",16
"Is a","HCPCS","Observation","S","SNOMED","Measurement","S",4
"Is a","HCPCS","Observation","S","SNOMED","Observation","S",197
"Is a","HCPCS","Observation","S","SNOMED","Procedure","S",219
"Is a","HCPCS","Observation",NA,"SNOMED","Procedure","S",1
"Is a","HCPCS","Procedure","S","CPT4","Measurement","S",3
"Is a","HCPCS","Procedure","S","CPT4","Observation","S",2
"Is a","HCPCS","Procedure","S","CPT4","Procedure","S",41
"Is a","HCPCS","Procedure","S","ICD9Proc","Procedure",NA,1
"Is a","HCPCS","Procedure","S","SNOMED","Measurement","S",2
"Is a","HCPCS","Procedure","S","SNOMED","Observation","S",97
"Is a","HCPCS","Procedure","S","SNOMED","Procedure","S",510
"Is a","HCPCS","Procedure",NA,"CPT4","Procedure","S",9
"Is a","HCPCS","Procedure",NA,"SNOMED","Observation","S",5
"Is a","HCPCS","Procedure",NA,"SNOMED","Procedure","S",40
"Is a","HES Specialty","Provider","S","ABMS","Provider","S",8
"Is a","HES Specialty","Provider","S","HES Specialty","Provider","S",4
"Is a","HES Specialty","Provider","S","Medicare Specialty","Provider","S",70
"Is a","HES Specialty","Provider","S","NUCC","Provider","S",1
"Is a","HES Specialty","Visit","S","NUCC","Visit","S",1
"Is a","HES Specialty","Visit","S","Visit","Visit","S",2
"Is a","HemOnc","Condition",NA,"HemOnc","Condition",NA,241
"Is a","HemOnc","Drug","C","HemOnc","Drug","C",307
"Is a","HemOnc","Drug",NA,"HemOnc","Drug","C",1684
"Is a","HemOnc","Procedure","S","HemOnc","Procedure","S",32
"Is a","HemOnc","Procedure",NA,"HemOnc","Drug","C",1
"Is a","HemOnc","Regimen","S","HemOnc","Drug","C",735
"Is a","ICD10","Condition",NA,"ICD10","Condition",NA,15226
"Is a","ICD10","Condition",NA,"ICD10","Measurement",NA,22
"Is a","ICD10","Condition",NA,"ICD10","Observation",NA,94
"Is a","ICD10","Condition",NA,"ICD10","Procedure",NA,17
"Is a","ICD10","Measurement",NA,"ICD10","Condition",NA,1
"Is a","ICD10","Measurement",NA,"ICD10","Measurement",NA,23
"Is a","ICD10","Measurement",NA,"ICD10","Procedure",NA,6
"Is a","ICD10","Observation",NA,"ICD10","Condition",NA,110
"Is a","ICD10","Observation",NA,"ICD10","Observation",NA,726
"Is a","ICD10","Observation",NA,"ICD10","Procedure",NA,13
"Is a","ICD10","Procedure",NA,"ICD10","Condition",NA,3
"Is a","ICD10","Procedure",NA,"ICD10","Observation",NA,9
"Is a","ICD10","Procedure",NA,"ICD10","Procedure",NA,162
"Is a","ICD10CM","Condition",NA,"ICD10CM","Condition",NA,263474
"Is a","ICD10CM","Condition",NA,"ICD10CM","Measurement",NA,54
"Is a","ICD10CM","Condition",NA,"ICD10CM","Observation",NA,4592
"Is a","ICD10CM","Measurement",NA,"ICD10CM","Condition",NA,2
"Is a","ICD10CM","Measurement",NA,"ICD10CM","Measurement",NA,41
"Is a","ICD10CM","Measurement",NA,"ICD10CM","Observation",NA,19
"Is a","ICD10CM","Observation",NA,"ICD10CM","Condition",NA,2522
"Is a","ICD10CM","Observation",NA,"ICD10CM","Measurement",NA,30
"Is a","ICD10CM","Observation",NA,"ICD10CM","Observation",NA,9939
"Is a","ICD10CM","Observation",NA,"ICD10CM","Procedure",NA,1
"Is a","ICD10CM","Procedure",NA,"ICD10CM","Condition",NA,2
"Is a","ICD10CM","Procedure",NA,"ICD10CM","Observation",NA,4
"Is a","ICD10CM","Procedure",NA,"ICD10CM","Procedure",NA,1
"Is a","ICD9CM","Condition",NA,"ICD9CM","Condition",NA,22562
"Is a","ICD9CM","Condition",NA,"ICD9CM","Measurement",NA,17
"Is a","ICD9CM","Condition",NA,"ICD9CM","Observation",NA,472
"Is a","ICD9CM","Condition",NA,"ICD9CM","Procedure",NA,19
"Is a","ICD9CM","Measurement",NA,"ICD9CM","Condition",NA,26
"Is a","ICD9CM","Measurement",NA,"ICD9CM","Measurement",NA,17
"Is a","ICD9CM","Measurement",NA,"ICD9CM","Procedure",NA,16
"Is a","ICD9CM","Observation",NA,"ICD9CM","Condition",NA,153
"Is a","ICD9CM","Observation",NA,"ICD9CM","Observation",NA,1464
"Is a","ICD9CM","Observation",NA,"ICD9CM","Procedure",NA,50
"Is a","ICD9CM","Procedure",NA,"ICD9CM","Condition",NA,3
"Is a","ICD9CM","Procedure",NA,"ICD9CM","Measurement",NA,3
"Is a","ICD9CM","Procedure",NA,"ICD9CM","Observation",NA,58
"Is a","ICD9CM","Procedure",NA,"ICD9CM","Procedure",NA,295
"Is a","ICD9Proc","Procedure","S","ICD9Proc","Procedure","S",1358
"Is a","ICD9Proc","Procedure","S","SNOMED","Measurement","S",85
"Is a","ICD9Proc","Procedure","S","SNOMED","Observation","S",23
"Is a","ICD9Proc","Procedure","S","SNOMED","Procedure","S",2836
"Is a","ICD9Proc","Procedure","S","SNOMED","Procedure",NA,6
"Is a","ICDO3","Condition","S","SNOMED","Condition","S",167694
"Is a","ICDO3","Condition","S","SNOMED","Condition",NA,106
"Is a","ICDO3","Observation","S","SNOMED","Observation","S",427
"Is a","ICDO3","Observation","S","SNOMED","Observation",NA,3
"Is a","ICDO3","Observation","S","SNOMED","Spec Anatomic Site","S",96
"Is a","ICDO3","Observation","S","SNOMED","Spec Anatomic Site",NA,2
"Is a","LOINC","Measurement","C","LOINC","Measurement","C",7812
"Is a","LOINC","Measurement","C","LOINC","Observation","C",1
"Is a","LOINC","Measurement","C","LOINC","Observation",NA,37001
"Is a","LOINC","Measurement","S","LOINC","Measurement","C",162483
"Is a","LOINC","Measurement","S","LOINC","Observation","C",10069
"Is a","LOINC","Measurement","S","OMOP Extension","Measurement","S",55
"Is a","LOINC","Measurement","S","SNOMED","Measurement","S",16578
"Is a","LOINC","Measurement",NA,"LOINC","Measurement","C",8708
"Is a","LOINC","Measurement",NA,"LOINC","Observation","C",1039
"Is a","LOINC","Measurement",NA,"SNOMED","Measurement","S",1
"Is a","LOINC","Observation","C","LOINC","Measurement","C",55
"Is a","LOINC","Observation","C","LOINC","Observation","C",128
"Is a","LOINC","Observation","C","LOINC","Observation",NA,1335
"Is a","LOINC","Observation","S","LOINC","Measurement","C",5398
"Is a","LOINC","Observation","S","LOINC","Observation","C",28505
"Is a","LOINC","Observation",NA,"LOINC","Measurement","C",8132
"Is a","LOINC","Observation",NA,"LOINC","Observation","C",2596
"Is a","LOINC","Observation",NA,"LOINC","Observation",NA,21311
"Is a","Medicare Specialty","Provider","S","ABMS","Provider","S",5
"Is a","Medicare Specialty","Provider","S","HES Specialty","Provider","S",1
"Is a","Medicare Specialty","Provider","S","Medicare Specialty","Provider","S",37
"Is a","Medicare Specialty","Provider","S","NUCC","Provider","S",5
"Is a","Medicare Specialty","Visit","S","CMS Place of Service","Visit","S",2
"Is a","Medicare Specialty","Visit","S","Medicare Specialty","Visit","S",2
"Is a","Medicare Specialty","Visit","S","Visit","Visit","S",9
"Is a","NUCC","Provider","S","ABMS","Provider","S",41
"Is a","NUCC","Provider","S","HES Specialty","Provider","S",1
"Is a","NUCC","Provider","S","Medicare Specialty","Provider","S",185
"Is a","NUCC","Provider","S","NUCC","Provider","S",263
"Is a","NUCC","Provider","S","NUCC","Provider",NA,4
"Is a","NUCC","Provider",NA,"NUCC","Provider","S",2
"Is a","NUCC","Visit","S","CMS Place of Service","Visit","S",28
"Is a","NUCC","Visit","S","Medicare Specialty","Visit","S",3
"Is a","NUCC","Visit","S","NUCC","Visit","S",77
"Is a","NUCC","Visit","S","Visit","Visit","S",44
"Is a","NUCC","Visit",NA,"CMS Place of Service","Visit","S",1
"Is a","OMOP Extension","Condition","S","OMOP Extension","Condition","S",3
"Is a","OMOP Extension","Condition","S","SNOMED","Condition","S",8
"Is a","OMOP Extension","Measurement","S","HGNC","Measurement","S",8358
"Is a","OMOP Extension","Measurement","S","OMOP Extension","Measurement","S",193
"Is a","OMOP Extension","Measurement","S","SNOMED","Measurement","S",47
"Is a","OMOP Extension","Observation","S","OMOP Extension","Observation","S",100
"Is a","OMOP Extension","Observation","S","SNOMED","Condition","S",1
"Is a","OMOP Extension","Observation","S","SNOMED","Observation","S",13
"Is a","OPCS4","Condition","S","SNOMED","Condition","S",1
"Is a","OPCS4","Device","S","SNOMED","Device","S",1
"Is a","OPCS4","Measurement","S","SNOMED","Measurement","S",6
"Is a","OPCS4","Observation","S","SNOMED","Observation","S",56
"Is a","OPCS4","Procedure","S","SNOMED","Procedure","S",2263
"Is a","OPCS4","Procedure","S","SNOMED","Procedure",NA,24
"Is a","OPCS4","Procedure",NA,"SNOMED","Procedure","S",5
"Is a","OPCS4","Spec Anatomic Site","S","SNOMED","Spec Anatomic Site","S",167
"Is a","OPCS4","Spec Anatomic Site","S","SNOMED","Spec Anatomic Site",NA,3
"Is a","OSM","Geography","S","OSM","Geography","S",203269
"Is a","OSM","Geography","S","US Census","Geography","S",51
"Is a","PHDSC","Payer","S","PHDSC","Payer","S",149
"Is a","PHDSC","Payer",NA,"PHDSC","Payer","S",3
"Is a","Race","Race","S","Race","Race","S",45
"Is a","RxNorm","Drug","S","HemOnc","Drug","C",1169
"Is a","RxNorm","Drug",NA,"HemOnc","Drug","C",37
"Is a","RxNorm Extension","Drug","S","HemOnc","Drug","C",30
"Is a","RxNorm Extension","Drug",NA,"HemOnc","Drug","C",5
"Is a","SNOMED","Condition","S","OMOP Extension","Condition","S",2
"Is a","SNOMED","Condition","S","SNOMED","Condition","S",208681
"Is a","SNOMED","Condition","S","SNOMED","Condition",NA,4046
"Is a","SNOMED","Condition","S","SNOMED","Measurement","S",2
"Is a","SNOMED","Condition","S","SNOMED","Measurement",NA,6
"Is a","SNOMED","Condition","S","SNOMED","Metadata",NA,1
"Is a","SNOMED","Condition","S","SNOMED","Observation","S",46
"Is a","SNOMED","Condition","S","SNOMED","Observation",NA,36
"Is a","SNOMED","Condition",NA,"SNOMED","Condition","S",7482
"Is a","SNOMED","Condition",NA,"SNOMED","Condition",NA,2071
"Is a","SNOMED","Condition",NA,"SNOMED","Metadata",NA,335
"Is a","SNOMED","Condition",NA,"SNOMED","Observation","S",204
"Is a","SNOMED","Condition",NA,"SNOMED","Observation",NA,49
"Is a","SNOMED","Device","S","SNOMED","Device","S",374782
"Is a","SNOMED","Device","S","SNOMED","Device",NA,1812
"Is a","SNOMED","Device","S","SNOMED","Drug",NA,3622
"Is a","SNOMED","Device","S","SNOMED","Observation","S",520
"Is a","SNOMED","Device","S","SNOMED","Observation",NA,101326
"Is a","SNOMED","Device",NA,"SNOMED","Device","S",776
"Is a","SNOMED","Device",NA,"SNOMED","Device",NA,51
"Is a","SNOMED","Device",NA,"SNOMED","Drug",NA,52
"Is a","SNOMED","Device",NA,"SNOMED","Observation","S",13
"Is a","SNOMED","Device",NA,"SNOMED","Observation",NA,173
"Is a","SNOMED","Drug",NA,"SNOMED","Device","S",14
"Is a","SNOMED","Drug",NA,"SNOMED","Device",NA,28
"Is a","SNOMED","Drug",NA,"SNOMED","Drug",NA,400441
"Is a","SNOMED","Drug",NA,"SNOMED","Metadata",NA,53
"Is a","SNOMED","Drug",NA,"SNOMED","Observation","S",4433
"Is a","SNOMED","Drug",NA,"SNOMED","Observation",NA,641
"Is a","SNOMED","Gender",NA,"SNOMED","Condition","S",3
"Is a","SNOMED","Gender",NA,"SNOMED","Gender",NA,10
"Is a","SNOMED","Meas Value","S","SNOMED","Meas Value","S",227
"Is a","SNOMED","Meas Value","S","SNOMED","Observation","S",45
"Is a","SNOMED","Meas Value","S","SNOMED","Spec Disease Status","S",6
"Is a","SNOMED","Meas Value",NA,"SNOMED","Meas Value","S",1
"Is a","SNOMED","Meas Value Operator","S","SNOMED","Observation","S",5
"Is a","SNOMED","Measurement","S","ICD9Proc","Procedure","S",16
"Is a","SNOMED","Measurement","S","OMOP Extension","Measurement","S",6
"Is a","SNOMED","Measurement","S","SNOMED","Condition","S",38
"Is a","SNOMED","Measurement","S","SNOMED","Measurement","S",16262
"Is a","SNOMED","Measurement","S","SNOMED","Measurement",NA,904
"Is a","SNOMED","Measurement","S","SNOMED","Metadata",NA,1
"Is a","SNOMED","Measurement","S","SNOMED","Observation","S",25
"Is a","SNOMED","Measurement","S","SNOMED","Observation",NA,9
"Is a","SNOMED","Measurement","S","SNOMED","Procedure","S",554
"Is a","SNOMED","Measurement","S","SNOMED","Procedure",NA,1
"Is a","SNOMED","Measurement",NA,"OMOP Extension","Measurement","S",2
"Is a","SNOMED","Measurement",NA,"SNOMED","Condition","S",27
"Is a","SNOMED","Measurement",NA,"SNOMED","Condition",NA,1
"Is a","SNOMED","Measurement",NA,"SNOMED","Measurement","S",177
"Is a","SNOMED","Measurement",NA,"SNOMED","Measurement",NA,21
"Is a","SNOMED","Measurement",NA,"SNOMED","Observation","S",4
"Is a","SNOMED","Measurement",NA,"SNOMED","Procedure","S",21
"Is a","SNOMED","Metadata",NA,"SNOMED","Metadata",NA,1301
"Is a","SNOMED","Observation","S","ICD9Proc","Procedure","S",20
"Is a","SNOMED","Observation","S","SNOMED","Condition","S",502
"Is a","SNOMED","Observation","S","SNOMED","Condition",NA,68
"Is a","SNOMED","Observation","S","SNOMED","Device",NA,2
"Is a","SNOMED","Observation","S","SNOMED","Drug",NA,392
"Is a","SNOMED","Observation","S","SNOMED","Measurement","S",2
"Is a","SNOMED","Observation","S","SNOMED","Measurement",NA,3
"Is a","SNOMED","Observation","S","SNOMED","Metadata",NA,11
"Is a","SNOMED","Observation","S","SNOMED","Observation","S",142508
"Is a","SNOMED","Observation","S","SNOMED","Observation",NA,3167
"Is a","SNOMED","Observation","S","SNOMED","Procedure","S",767
"Is a","SNOMED","Observation","S","SNOMED","Procedure",NA,16
"Is a","SNOMED","Observation","S","SNOMED","Spec Anatomic Site","S",59
"Is a","SNOMED","Observation","S","SNOMED","Unit",NA,1
"Is a","SNOMED","Observation",NA,"SNOMED","Condition","S",100
"Is a","SNOMED","Observation",NA,"SNOMED","Condition",NA,28
"Is a","SNOMED","Observation",NA,"SNOMED","Device","S",28
"Is a","SNOMED","Observation",NA,"SNOMED","Device",NA,3
"Is a","SNOMED","Observation",NA,"SNOMED","Drug",NA,610
"Is a","SNOMED","Observation",NA,"SNOMED","Measurement","S",188
"Is a","SNOMED","Observation",NA,"SNOMED","Metadata",NA,208
"Is a","SNOMED","Observation",NA,"SNOMED","Observation","S",4762
"Is a","SNOMED","Observation",NA,"SNOMED","Observation",NA,7225
"Is a","SNOMED","Observation",NA,"SNOMED","Place of Service",NA,1
"Is a","SNOMED","Observation",NA,"SNOMED","Procedure","S",4
"Is a","SNOMED","Observation",NA,"SNOMED","Procedure",NA,1
"Is a","SNOMED","Observation",NA,"SNOMED","Spec Anatomic Site","S",5
"Is a","SNOMED","Observation",NA,"SNOMED","Type Concept",NA,2
"Is a","SNOMED","Observation",NA,"SNOMED","Unit",NA,1
"Is a","SNOMED","Place of Service",NA,"SNOMED","Observation","S",2
"Is a","SNOMED","Place of Service",NA,"SNOMED","Observation",NA,1
"Is a","SNOMED","Place of Service",NA,"SNOMED","Place of Service",NA,425
"Is a","SNOMED","Procedure","S","ICD9Proc","Procedure","S",1225
"Is a","SNOMED","Procedure","S","SNOMED","Measurement","S",3
"Is a","SNOMED","Procedure","S","SNOMED","Measurement",NA,1
"Is a","SNOMED","Procedure","S","SNOMED","Metadata",NA,1
"Is a","SNOMED","Procedure","S","SNOMED","Observation","S",19
"Is a","SNOMED","Procedure","S","SNOMED","Observation",NA,18
"Is a","SNOMED","Procedure","S","SNOMED","Procedure","S",99170
"Is a","SNOMED","Procedure","S","SNOMED","Procedure",NA,1605
"Is a","SNOMED","Procedure",NA,"SNOMED","Condition","S",4
"Is a","SNOMED","Procedure",NA,"SNOMED","Measurement","S",6
"Is a","SNOMED","Procedure",NA,"SNOMED","Metadata",NA,52
